,Train Nonoccurrence,Train Occurrence,Train Occurrence precision,Train F1 score,Train RMSE,Test Nonoccurrence,Test Occurrence,Test Occurrence precision,Test F1 score,Test RMSE,layer_1,layer_2,layer_3,lr,bs,epochs,drop_out
0,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,128,256,32,0.0004,128,2,0
1,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,128,256,32,0.0004,128,3,0
2,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,128,256,32,0.0004,128,4,0
3,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,256,256,32,0.0004,128,2,0
4,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,256,256,32,0.0004,128,3,0
5,0.0,1.0,0.38696307460437074,0.5580005433306167,0.782966746034357,0.0,1.0,0.3884007029876977,0.5594936708860759,0.7820481610065508,256,256,32,0.0004,128,4,0
