AT,DOY,Local Time,RH,Td,WD,WS,WT,WT-AT,bAT,bTd,bWD,bWS
0.6820175438596491,-0.9997685019798909,0.4226182617406995,1.0,0.8834056399132322,0.8941666666666666,0.08666666666666667,0.5309734513274336,0.20629370629370627,0.686046511627907,0.8635514018691589,0.6777777777777778,0.37872340425531914
0.6798245614035088,0.07738647923346301,0.9238795325112867,1.0,0.8815979754157628,0.36138888888888887,0.12000000000000001,0.42477876106194695,0.19580419580419578,0.6372093023255814,0.8317757009345794,0.4305555555555556,0.22978723404255322
0.6644736842105262,-0.051478754770346045,0.3007057995042732,1.0,0.868944323933478,0.28138888888888886,0.08666666666666667,0.41592920353982293,0.23776223776223773,0.6046511627906976,0.805607476635514,0.9527777777777777,0.11914893617021276
0.543859649122807,0.9242907221930933,0.9961946980917455,1.0,0.7695227765726681,0.24722222222222223,0.16999999999999998,0.14601769911504428,0.20279720279720279,0.48604651162790696,0.7140186915887851,0.20833333333333334,0.13191489361702127
0.6469298245614035,0.30411483232751846,0.9990482215818578,1.0,0.8544830079537237,0.0,0.0,0.42035398230088494,0.24475524475524474,0.6023255813953488,0.8149532710280374,0.7694444444444445,0.06808510638297872
0.5021929824561403,0.9648061359537646,-0.6427876096865396,1.0,0.735177151120752,0.36888888888888893,0.21333333333333335,0.17699115044247787,0.2692307692307692,0.4581395348837209,0.6785046728971962,0.5944444444444444,0.4
0.644736842105263,0.17082974322534442,0.90630778703665,1.0,0.8526753434562545,0.42194444444444446,0.14,0.48672566371681414,0.22027972027972026,0.6534883720930232,0.8542056074766355,0.20555555555555555,0.2127659574468085
0.6337719298245613,0.06021327736579302,-0.04361938736533538,1.0,0.8436370209689082,0.3338888888888889,0.19,0.42477876106194695,0.23776223776223773,0.6093023255813954,0.8186915887850467,0.2222222222222222,0.0978723404255319
0.5657894736842104,0.7101350157125358,0.90630778703665,1.0,0.7875994215473608,0.8286111111111112,0.06333333333333332,0.19469026548672566,0.19580419580419578,0.516279069767442,0.7401869158878505,0.95,0.07659574468085106
0.5021929824561403,-0.17082974322534408,-0.9537169507482267,0.9967177242888401,0.7344540853217644,0.3347222222222222,0.15666666666666668,0.22566371681415934,0.22727272727272727,0.5116279069767442,0.7121495327102804,0.32222222222222224,0.2127659574468085
0.6798245614035088,-0.2802306751992161,0.8870108331782217,1.0,0.8815979754157628,0.0,0.0,0.5309734513274336,0.2692307692307692,0.6441860465116279,0.8336448598130841,0.08611111111111111,0.10638297872340426
0.6710526315789473,-0.9990791668951153,-0.8433914458128859,1.0,0.8743673174258858,0.8844444444444444,0.14666666666666667,0.5309734513274336,0.26573426573426573,0.6465116279069767,0.8448598130841122,0.027777777777777776,0.2936170212765958
0.40789473684210525,0.5524353131676196,0.9961946980917455,1.0,0.6574475777295735,0.4191666666666667,0.04,0.18584070796460173,0.26573426573426573,0.46511627906976744,0.6542056074766355,0.5305555555555556,0.47234042553191485
0.46929824561403505,0.9732643737003824,-0.7071067811865471,1.0,0.708062183658713,0.2986111111111111,0.18666666666666665,0.084070796460177,0.2097902097902098,0.4488372093023255,0.6747663551401869,0.4583333333333333,0.2765957446808511
0.5416666666666667,0.9242907221930933,0.46174861323503397,1.0,0.7677151120751988,0.3486111111111111,0.21,0.12831858407079647,0.20629370629370627,0.47441860465116276,0.7009345794392523,0.14166666666666666,0.225531914893617
0.5614035087719298,0.8199717629247771,-0.6427876096865389,1.0,0.7839840925524223,0.2961111111111111,0.09333333333333332,0.15929203539823006,0.19580419580419578,0.4976744186046511,0.725233644859813,0.6444444444444445,0.13191489361702127
0.5570175438596491,0.8199717629247771,-0.6755902076156601,1.0,0.7803687635574837,0.2677777777777778,0.09333333333333332,0.15929203539823006,0.19580419580419578,0.4976744186046511,0.725233644859813,0.6444444444444445,0.13191489361702127
0.6469298245614035,0.02581844022713308,0.9396926207859084,1.0,0.8544830079537237,0.9091666666666667,0.12333333333333334,0.4336283185840708,0.20629370629370627,0.6348837209302325,0.8355140186915888,0.9694444444444444,0.055319148936170216
0.4298245614035088,0.9937806700284985,0.6087614290087209,1.0,0.6755242227042662,0.8661111111111112,0.19666666666666668,0.12389380530973454,0.32867132867132864,0.3906976744186046,0.6392523364485981,0.7777777777777778,0.1404255319148936
0.5504385964912281,0.9242907221930933,0.8660254037844387,1.0,0.774945770065076,0.25166666666666665,0.15666666666666668,0.14601769911504428,0.17132867132867133,0.5069767441860464,0.7327102803738318,0.32222222222222224,0.08936170212765958
0.5899122807017544,0.4093559588156213,0.9537169507482269,1.0,0.8074837310195228,0.36944444444444446,0.09000000000000001,0.2964601769911504,0.18881118881118877,0.5744186046511629,0.7831775700934579,0.5083333333333333,0.3446808510638298
0.5592105263157895,0.8391377545563939,0.9961946980917455,1.0,0.7821764280549529,0.8574999999999999,0.10333333333333333,0.168141592920354,0.23076923076923075,0.4790697674418605,0.708411214953271,0.1361111111111111,0.15319148936170213
0.6951754385964912,-0.4623829729035149,-0.9537169507482268,1.0,0.8942516268980477,0.8516666666666667,0.02333333333333333,0.5088495575221239,0.24825174825174823,0.6465116279069767,0.8392523364485981,0.8416666666666667,0.10638297872340426
0.6578947368421052,0.3204232733919116,-0.46174861323503363,1.0,0.86352133044107,0.9030555555555556,0.1,0.4292035398230088,0.21678321678321677,0.6255813953488372,0.8317757009345794,0.18333333333333332,0.0425531914893617
0.3771929824561403,-0.08573050015569487,-0.7660444431189781,1.0,0.6323210412147506,0.8263888888888888,0.16666666666666666,0.20796460176991147,0.38811188811188807,0.3953488372093023,0.6317757009345794,0.1388888888888889,0.3234042553191489
0.5328947368421053,0.9970175264485267,0.258819045102521,1.0,0.7604844540853217,0.8680555555555556,0.16,0.1814159292035398,0.25874125874125875,0.4674418604651163,0.7009345794392523,0.6611111111111111,0.2680851063829787
0.6776315789473684,-0.4623829729035149,0.7071067811865476,1.0,0.8797903109182936,0.3333333333333333,0.11333333333333333,0.46017699115044236,0.24475524475524474,0.6232558139534883,0.822429906542056,0.2833333333333333,0.08085106382978723
0.6776315789473684,-0.060213277365792774,0.9914448613738104,1.0,0.8797903109182936,0.2638888888888889,0.08666666666666667,0.4336283185840708,0.1783216783216783,0.6534883720930232,0.8504672897196262,0.6972222222222222,0.11914893617021276
0.7302631578947367,-0.04302223300453034,0.46174861323503397,0.9934354485776804,0.9213665943600867,0.7441666666666666,0.0033333333333333335,0.4336283185840708,0.1608391608391608,0.6651162790697674,0.8598130841121495,0.5583333333333333,0.12340425531914893
0.5986842105263157,0.42500033996955416,-0.08715574274765743,1.0,0.8147143890093999,0.11722222222222223,0.18000000000000002,0.3672566371681416,0.2517482517482517,0.5697674418604651,0.7775700934579439,0.2638888888888889,0.39574468085106385
0.6710526315789473,0.02581844022713308,-0.537299608346825,0.9846827133479211,0.8702096890817065,0.5305555555555556,0.07666666666666666,0.44690265486725667,0.1818181818181818,0.6581395348837209,0.8504672897196262,0.5666666666666667,0.1574468085106383
0.48464912280701755,0.9057022630804714,0.6755902076156602,1.0,0.7207158351409979,0.4441666666666667,0.07,0.10619469026548674,0.21328671328671325,0.4581395348837209,0.6822429906542056,0.7472222222222222,0.12340425531914893
0.675438596491228,-0.4623829729035149,0.737277336810124,1.0,0.8779826464208242,0.3272222222222222,0.1,0.46017699115044236,0.24475524475524474,0.6232558139534883,0.822429906542056,0.2833333333333333,0.08085106382978723
0.675438596491228,-0.051478754770346045,-0.9537169507482268,1.0,0.8779826464208242,0.3080555555555556,0.15666666666666668,0.4070796460176991,0.15734265734265734,0.6534883720930232,0.8542056074766355,0.8555555555555555,0.03829787234042553
0.712719298245614,-0.051478754770346045,-0.9063077870366497,0.9956236323851203,0.9076283441793204,0.3691666666666667,0.07333333333333333,0.41592920353982293,0.1643356643356643,0.6534883720930232,0.8504672897196262,0.6138888888888889,0.1404255319148936
0.5109649122807017,0.9387101892619443,0.258819045102521,1.0,0.7424078091106291,0.3761111111111111,0.19333333333333333,0.1327433628318584,0.20279720279720279,0.4790697674418605,0.7046728971962617,0.5083333333333333,0.3489361702127659
0.5855263157894738,0.4093559588156213,0.8191520442889917,1.0,0.8038684020245842,0.375,0.14666666666666667,0.2964601769911504,0.1608391608391608,0.5930232558139535,0.7700934579439253,0.4638888888888889,0.25957446808510637
0.4451754385964912,0.9937806700284985,0.9990482215818578,1.0,0.688177874186551,0.8894444444444444,0.043333333333333335,0.12389380530973454,0.2762237762237762,0.42558139534883715,0.6654205607476635,0.058333333333333334,0.3914893617021276
0.5043859649122807,0.9679377830240642,0.9537169507482268,1.0,0.7369848156182213,0.88,0.11,0.19469026548672566,0.21328671328671325,0.5046511627906978,0.7364485981308411,0.6833333333333333,0.1702127659574468
0.675438596491228,-0.431672852473784,-0.7071067811865471,1.0,0.8779826464208242,0.3466666666666667,0.13666666666666666,0.43805309734513265,0.21678321678321677,0.6302325581395349,0.8261682242990654,0.19722222222222222,0.2765957446808511
0.5,0.9770638564833507,-0.21643961393810293,1.0,0.7333694866232827,0.3491666666666667,0.14666666666666667,0.1504424778761062,0.2517482517482517,0.4558139534883721,0.685981308411215,0.41388888888888886,0.24255319148936172
0.4605263157894737,0.9601498736716018,-0.04361938736533538,0.9824945295404813,0.6964931308749096,0.12000000000000001,0.12333333333333334,0.12831858407079647,0.22727272727272727,0.4604651162790697,0.6747663551401869,0.18055555555555555,0.26382978723404255
0.6513157894736843,0.04302223300453059,-0.9848077530122079,1.0,0.8580983369486623,0.33611111111111114,0.2,0.46017699115044236,0.20629370629370627,0.6488372093023256,0.8429906542056075,0.31666666666666665,0.2978723404255319
0.7390350877192983,-0.6070575744291004,1.0,1.0,0.9304049168474331,0.8230555555555555,0.19333333333333333,0.48672566371681414,0.1608391608391608,0.6930232558139534,0.8691588785046729,0.5861111111111111,0.3021276595744681
0.5219298245614035,0.9562348265919056,-0.8433914458128857,1.0,0.7514461315979755,0.8672222222222222,0.10333333333333333,0.05309734513274333,0.1993006993006993,0.4395348837209302,0.6672897196261682,0.6833333333333333,0.2127659574468085
0.668859649122807,0.17082974322534442,0.9537169507482268,1.0,0.8725596529284164,0.34361111111111114,0.16666666666666666,0.48672566371681414,0.21678321678321677,0.6558139534883721,0.8579439252336448,0.44722222222222224,0.11063829787234043
0.6337719298245613,0.09453674981719912,0.5735764363510464,0.9518599562363238,0.8306218365871295,0.9258333333333334,0.03333333333333333,0.44690265486725667,0.2097902097902098,0.6395348837209303,0.8299065420560747,0.19444444444444445,0.2127659574468085
0.5504385964912281,0.7101350157125358,-0.984807753012208,1.0,0.774945770065076,0.3377777777777778,0.2033333333333333,0.2522123893805309,0.23776223776223773,0.5186046511627906,0.7420560747663552,0.5583333333333333,0.16595744680851063
0.712719298245614,-0.3131070409358267,-0.7933533402912349,1.0,0.9087129428778018,0.39111111111111113,0.19666666666666668,0.5221238938053098,0.19580419580419578,0.6883720930232559,0.8710280373831776,0.46111111111111114,0.3659574468085106
0.5372807017543859,0.8199717629247771,0.4617486132350339,1.0,0.7640997830802604,0.33555555555555555,0.18000000000000002,0.16371681415929198,0.22377622377622375,0.4813953488372093,0.7065420560747663,0.2777777777777778,0.13191489361702127
0.712719298245614,-0.3131070409358267,-0.9238795325112868,1.0,0.9087129428778018,0.39055555555555554,0.15666666666666668,0.5044247787610618,0.1818181818181818,0.6883720930232559,0.8710280373831776,0.4583333333333333,0.3829787234042553
0.5285087719298246,0.9387101892619443,0.984807753012208,1.0,0.7568691250903833,0.3980555555555556,0.16333333333333336,0.16371681415929198,0.21328671328671325,0.4883720930232558,0.7065420560747663,0.4638888888888889,0.25957446808510637
0.5043859649122807,0.9770638564833507,-0.13052619222005177,1.0,0.7369848156182213,0.4211111111111111,0.056666666666666664,0.1504424778761062,0.2517482517482517,0.4558139534883721,0.685981308411215,0.41388888888888886,0.24255319148936172
0.5109649122807017,0.8165380514459161,0.6087614290087207,1.0,0.7424078091106291,0.32916666666666666,0.12666666666666665,0.10619469026548674,0.18881118881118877,0.47441860465116276,0.7046728971962617,0.2916666666666667,0.3191489361702128
0.4714912280701754,0.9732643737003824,-0.8191520442889916,1.0,0.7098698481561823,0.32333333333333336,0.14333333333333334,0.084070796460177,0.2097902097902098,0.4488372093023255,0.6747663551401869,0.4583333333333333,0.2765957446808511
0.6359649122807017,0.02581844022713308,-0.9990482215818578,1.0,0.8454446854663774,0.2763888888888889,0.10666666666666667,0.4557522123893805,0.23776223776223773,0.6255813953488372,0.8317757009345794,0.19166666666666668,0.3191489361702128
0.6907894736842105,0.06021327736579302,0.737277336810124,1.0,0.890636297903109,0.7147222222222223,0.060000000000000005,0.42477876106194695,0.1783216783216783,0.6488372093023256,0.8504672897196262,0.6138888888888889,0.2808510638297872
0.6885964912280701,-0.9988797155850335,-0.7660444431189779,1.0,0.8888286334056399,0.22305555555555553,0.02666666666666667,0.5176991150442477,0.21328671328671325,0.6744186046511628,0.8598130841121495,0.11666666666666667,0.16595744680851063
0.5087719298245614,0.9648061359537646,-0.9914448613738105,0.9091903719912472,0.7163774403470716,0.33444444444444443,0.11666666666666667,0.17256637168141595,0.2097902097902098,0.4953488372093023,0.6822429906542056,0.35555555555555557,0.12340425531914893
0.7017543859649122,-0.2967128192734901,0.8433914458128858,1.0,0.8996746203904554,0.33805555555555555,0.21,0.5132743362831859,0.22027972027972026,0.6674418604651163,0.8616822429906542,0.3111111111111111,0.17446808510638295
0.6118421052631579,0.4093559588156213,0.17364817766693028,1.0,0.8255603759942155,0.4111111111111111,0.03666666666666667,0.336283185840708,0.21678321678321677,0.5767441860465116,0.7831775700934579,0.6444444444444445,0.2127659574468085
0.6995614035087718,1.2246467991473532e-16,-0.7660444431189779,1.0,0.8978669558929863,0.5394444444444444,0.18333333333333332,0.4292035398230088,0.14335664335664333,0.6744186046511628,0.8542056074766355,0.5527777777777778,0.425531914893617
0.644736842105263,0.02581844022713308,0.9063077870366498,1.0,0.8526753434562545,0.898888888888889,0.07,0.4336283185840708,0.20629370629370627,0.6348837209302325,0.8355140186915888,0.9694444444444444,0.055319148936170216
0.668859649122807,0.06021327736579302,-0.8433914458128857,1.0,0.8725596529284164,0.8033333333333333,0.11,0.4292035398230088,0.1853146853146853,0.6465116279069767,0.8392523364485981,0.575,0.19148936170212766
0.7017543859649122,-0.2802306751992161,0.5735764363510462,1.0,0.8996746203904554,0.8711111111111112,0.15666666666666668,0.5442477876106194,0.1993006993006993,0.6976744186046512,0.8728971962616823,0.20277777777777778,0.03404255319148936
0.5109649122807017,0.9679377830240642,0.8870108331782217,1.0,0.7424078091106291,0.8744444444444445,0.14,0.19469026548672566,0.21328671328671325,0.5046511627906978,0.7364485981308411,0.6833333333333333,0.1702127659574468
0.6885964912280701,-0.16280701293851646,0.8191520442889917,1.0,0.8888286334056399,0.0,0.0,0.48230088495575213,0.21328671328671325,0.6558139534883721,0.8467289719626168,0.49722222222222223,0.2680851063829787
0.7587719298245614,-0.8165380514459157,0.9396926207859084,1.0,0.9466738973246566,0.4130555555555555,0.19333333333333333,0.6725663716814159,0.17132867132867133,0.7837209302325582,0.9271028037383178,0.4777777777777778,0.4127659574468085
0.4978070175438597,0.9951053111006976,0.46174861323503397,1.0,0.7315618221258134,0.8505555555555555,0.06333333333333332,0.11946902654867253,0.2097902097902098,0.4674418604651163,0.7046728971962617,0.7083333333333334,0.14468085106382977
0.7236842105263158,-0.3617137307297674,1.0,1.0,0.9177512653651482,0.0,0.0033333333333333335,0.5575221238938053,0.24825174825174823,0.6720930232558139,0.8654205607476635,0.65,0.00425531914893617
0.6929824561403509,-0.017166329754707124,-0.8870108331782218,1.0,0.8924439624005785,0.9075,0.08666666666666667,0.3185840707964601,0.0909090909090909,0.6511627906976745,0.8485981308411215,0.49722222222222223,0.3702127659574468
0.4583333333333333,0.9951053111006976,1.0,1.0,0.6990238611713666,0.0,0.0,0.11504424778761059,0.23426573426573427,0.4488372093023255,0.6915887850467289,0.07777777777777778,0.1829787234042553
0.5175438596491229,0.6855476064742154,0.30070579950427334,1.0,0.7478308026030369,0.0,0.0,0.09734513274336279,0.20279720279720279,0.4604651162790697,0.6953271028037383,0.44166666666666665,0.1872340425531915
0.7105263157894737,-0.051478754770346045,-0.8660254037844385,0.9967177242888401,0.906001446131598,0.4072222222222222,0.05333333333333334,0.41592920353982293,0.1643356643356643,0.6534883720930232,0.8504672897196262,0.6138888888888889,0.1404255319148936
0.48684210526315796,0.9057022630804714,0.7660444431189783,1.0,0.7225234996384671,0.5152777777777777,0.060000000000000005,0.10619469026548674,0.23776223776223773,0.4418604651162791,0.6803738317757009,0.5111111111111111,0.3404255319148936
0.712719298245614,-0.14579919691987442,0.8191520442889917,1.0,0.9087129428778018,0.5655555555555556,0.08,0.4557522123893805,0.13636363636363635,0.6930232558139534,0.8747663551401869,0.5611111111111111,0.28936170212765955
0.7478070175438597,-0.5933267643772321,-0.9914448613738105,1.0,0.9376355748373103,0.8858333333333333,0.14333333333333334,0.5398230088495575,0.19580419580419578,0.6976744186046512,0.8766355140186916,0.5694444444444444,0.21702127659574466
0.6491228070175439,0.11988119229922782,0.9659258262890683,1.0,0.8562906724511932,0.33416666666666667,0.19333333333333333,0.46460176991150437,0.22377622377622375,0.6395348837209303,0.8299065420560747,0.31666666666666665,0.1702127659574468
0.513157894736842,0.8165380514459161,0.3826834323650898,1.0,0.7442154736080984,0.3408333333333333,0.13333333333333333,0.10619469026548674,0.1993006993006993,0.4674418604651163,0.7046728971962617,0.3611111111111111,0.11489361702127661
0.581140350877193,0.8359254794186372,-0.25881904510252157,1.0,0.8002530730296457,0.888611111111111,0.14333333333333334,0.23893805309734506,0.17132867132867133,0.555813953488372,0.7757009345794392,0.6694444444444444,0.2
0.6929824561403509,-0.4775358864374881,0.737277336810124,1.0,0.8924439624005785,0.27611111111111114,0.11666666666666667,0.4690265486725664,0.21328671328671325,0.6488372093023256,0.8429906542056075,0.4222222222222222,0.0978723404255319
0.45614035087719296,0.9057022630804714,-0.9659258262890684,1.0,0.6972161966738973,0.5122222222222222,0.060000000000000005,0.10619469026548674,0.28671328671328666,0.4093023255813954,0.6579439252336449,0.55,0.11489361702127661
0.6864035087719298,-0.999668467514313,-0.30070579950427384,0.9956236323851203,0.8859363702096892,0.33,0.14,0.5132743362831859,0.22727272727272727,0.6627906976744186,0.8523364485981308,0.2,0.1957446808510638
0.7785087719298245,-0.6601521206712315,-0.6427876096865389,1.0,0.9629428778018799,0.9247222222222221,0.04,0.5132743362831859,0.1643356643356643,0.7046511627906976,0.8822429906542056,0.525,0.23404255319148937
0.6776315789473684,-0.9959189961471792,0.6427876096865391,1.0,0.8797903109182936,0.40194444444444444,0.5733333333333334,0.5132743362831859,0.22377622377622375,0.6651162790697674,0.8635514018691589,0.5138888888888888,0.9574468085106383
0.3837719298245614,0.2719581575341055,-0.30070579950427306,0.9879649890590809,0.6346710050614606,0.7569444444444444,0.013333333333333334,0.12831858407079647,0.34265734265734266,0.38372093023255816,0.6130841121495326,0.975,0.23829787234042552
0.3837719298245614,0.2719581575341055,-0.9914448613738104,1.0,0.6377440347071583,0.4144444444444444,0.02666666666666667,0.11504424778761059,0.3216783216783216,0.3906976744186046,0.622429906542056,0.058333333333333334,0.2553191489361702
0.7697368421052632,-0.6601521206712315,0.6427876096865391,1.0,0.9557122198120029,0.8916666666666667,0.060000000000000005,0.495575221238938,0.15034965034965034,0.7046511627906976,0.8878504672897196,0.5861111111111111,0.2808510638297872
0.6425438596491228,0.02581844022713308,0.8660254037844386,1.0,0.8508676789587852,0.8580555555555555,0.03333333333333333,0.4336283185840708,0.20629370629370627,0.6348837209302325,0.8355140186915888,0.9694444444444444,0.055319148936170216
0.5789473684210525,0.8573146280763323,-0.04361938736533538,0.9376367614879649,0.7816341287057122,0.24527777777777776,0.04,0.17699115044247787,0.23426573426573427,0.4813953488372093,0.7102803738317757,0.5666666666666667,0.23829787234042552
0.7346491228070176,-0.4775358864374881,0.6755902076156604,1.0,0.9267895878524945,0.31805555555555554,0.05333333333333334,0.5088495575221239,0.1923076923076923,0.6837209302325581,0.8747663551401869,0.5444444444444444,0.16595744680851063
0.7061403508771931,-0.254671120241229,-0.9396926207859085,0.99890590809628,0.9031091829356471,0.8719444444444444,0.14,0.5398230088495575,0.20629370629370627,0.6906976744186047,0.8766355140186916,0.6833333333333333,0.32765957446808514
0.5614035087719298,0.7101350157125358,0.5735764363510462,1.0,0.7839840925524223,0.8494444444444444,0.05,0.19026548672566373,0.24125874125874122,0.4837209302325581,0.7121495327102804,0.044444444444444446,0.13191489361702127
0.4824561403508772,0.9057022630804714,0.984807753012208,1.0,0.7189081706435286,0.42416666666666664,0.24000000000000002,0.10619469026548674,0.23076923076923075,0.44651162790697674,0.6841121495327103,0.48055555555555557,0.39574468085106385
0.5219298245614035,0.6855476064742154,-0.7372773368101239,1.0,0.7514461315979755,0.5325,0.07,0.09292035398230086,0.1923076923076923,0.46511627906976744,0.702803738317757,0.4583333333333333,0.2127659574468085
0.6710526315789473,0.09453674981719912,-0.8660254037844386,1.0,0.8743673174258858,0.3888888888888889,0.13,0.4336283185840708,0.20629370629370627,0.6348837209302325,0.8317757009345794,0.4444444444444444,0.42127659574468085
0.543859649122807,0.9242907221930933,0.6087614290087207,1.0,0.7695227765726681,0.35027777777777774,0.17333333333333334,0.12389380530973454,0.19580419580419578,0.4790697674418605,0.708411214953271,0.18333333333333332,0.16595744680851063
0.6820175438596491,-0.9990791668951153,-0.6427876096865389,1.0,0.8834056399132322,0.8625,0.13,0.5353982300884956,0.22727272727272727,0.6744186046511628,0.8672897196261682,0.03611111111111111,0.1276595744680851
0.5855263157894738,0.8263541987239096,0.13052619222005157,1.0,0.8038684020245842,0.8891666666666668,0.016666666666666666,0.22566371681415934,0.17482517482517482,0.5465116279069767,0.7700934579439253,0.6555555555555556,0.2553191489361702
0.6030701754385964,-0.9886775902323404,-0.608761429008721,0.9070021881838074,0.7928416485900217,0.023333333333333334,0.28,0.49115044247787615,0.3566433566433566,0.5651162790697674,0.7700934579439253,0.05,0.8042553191489361
0.40131578947368424,0.2719581575341055,-0.4226182617406993,0.9967177242888401,0.6513015184381779,0.8638888888888889,0.08333333333333333,0.12831858407079647,0.34265734265734266,0.38372093023255816,0.6130841121495326,0.975,0.23829787234042552
0.4978070175438597,0.9679377830240642,0.9961946980917455,1.0,0.7315618221258134,0.0,0.0,0.19469026548672566,0.24125874125874122,0.48604651162790696,0.7214953271028037,0.6055555555555555,0.15319148936170213
0.7083333333333333,-0.9997685019798909,-0.8660254037844385,1.0,0.9050976138828634,0.3408333333333333,0.32,0.5309734513274336,0.21328671328671325,0.6813953488372092,0.8635514018691589,0.3194444444444444,0.23404255319148937
0.6907894736842105,-0.16280701293851646,0.6087614290087207,1.0,0.890636297903109,0.0,0.0,0.48230088495575213,0.2097902097902098,0.6581395348837209,0.8485981308411215,0.5166666666666667,0.22127659574468087
0.5109649122807017,0.8165380514459161,0.46174861323503397,1.0,0.7424078091106291,0.33805555555555555,0.15,0.10619469026548674,0.1993006993006993,0.4674418604651163,0.7046728971962617,0.3611111111111111,0.11489361702127661
0.7171052631578948,-0.9955457941960382,-0.7660444431189779,0.6728665207877461,0.8078452639190166,0.3566666666666667,0.16,0.5265486725663716,0.23426573426573427,0.6651162790697674,0.7383177570093458,0.18611111111111112,0.24255319148936172
0.5592105263157895,0.9242907221930933,0.7372773368101241,1.0,0.7821764280549529,0.26861111111111113,0.16,0.14601769911504428,0.17132867132867133,0.5069767441860464,0.7327102803738318,0.32222222222222224,0.08936170212765958
0.4802631578947368,0.7221165966101162,0.9063077870366498,1.0,0.7171005061460594,0.46027777777777773,0.08333333333333333,0.11946902654867253,0.21328671328671325,0.46511627906976744,0.6897196261682242,0.5277777777777778,0.30638297872340425
0.6469298245614035,-0.38466509970700097,-0.08715574274765743,1.0,0.8544830079537237,0.41361111111111115,0.13333333333333333,0.3982300884955752,0.23426573426573427,0.5976744186046512,0.7962616822429907,0.5694444444444444,0.31063829787234043
0.7478070175438597,-0.6070575744291004,-0.9238795325112868,1.0,0.9376355748373103,0.7908333333333333,0.056666666666666664,0.5265486725663716,0.1853146853146853,0.6976744186046512,0.8691588785046729,0.6416666666666667,0.2765957446808511
0.5416666666666667,0.8263541987239096,0.043619387365335625,1.0,0.7677151120751988,0.7908333333333333,0.11333333333333333,0.11504424778761059,0.14335664335664333,0.5093023255813953,0.7327102803738318,0.5361111111111111,0.46382978723404256
0.5241228070175438,0.9679377830240642,0.737277336810124,1.0,0.7532537960954447,0.8844444444444444,0.18666666666666665,0.19469026548672566,0.1923076923076923,0.5186046511627906,0.7476635514018691,0.6055555555555555,0.2
0.6995614035087718,-0.9997685019798909,-0.8191520442889918,1.0,0.8978669558929863,0.3869444444444445,0.26999999999999996,0.5265486725663716,0.21328671328671325,0.6790697674418605,0.8448598130841122,0.44722222222222224,0.6425531914893617
